season,date,home_team,away_team,home_goals,away_goals,result,actual_spread,bayes_p_home_win,bayes_p_draw,bayes_p_away_win,bayes_pred_outcome,bayes_pred_spread,elo_pred_spread,elo_pred_home_win_prob
1994-95,1994-08-27,Wimbledon,Sheffield Weds,0,1,A,-1,0.38262010944274966,0.33265408969769383,0.28472580085955645,H,0.21149456084286983,0.29471003872887114,0.523309792017887
1994-95,1994-08-28,Liverpool,Arsenal,3,0,H,3,0.3015240542954566,0.33569095655381737,0.3627849891507261,A,-0.06473011867422163,0.21153103787002941,0.5167367146696171
1994-95,1994-08-29,Coventry,Aston Villa,0,1,A,-1,0.4079121456628464,0.3205514060880908,0.27153644824906276,H,0.27899213732152534,0.314457400396478,0.5248691931928898
1994-95,1994-08-30,Crystal Palace,Leeds,1,2,A,-1,0.3059356815603131,0.3373093376213476,0.35675498081833934,A,-0.046721555751973565,0.07721917889579841,0.5061116988130516
1994-95,1994-08-30,Everton,Nott'm Forest,1,2,A,-1,0.31207791026952314,0.31616189183735965,0.37176019789311726,A,-0.06077158583700604,0.11437380701448671,0.5090518535756561
1994-95,1994-08-30,Ipswich,Tottenham,1,3,A,-2,0.4161040401694845,0.306596980919935,0.27729897891058036,H,0.28407771681341587,0.2504460648820027,0.5198127676150006
1994-95,1994-08-31,Arsenal,Blackburn,0,0,D,0,0.3460947182373381,0.3516967538346006,0.30220852792806124,D,0.1166340642029895,0.2135876564760441,0.5168993146619819
1994-95,1994-08-31,Chelsea,Man City,3,0,H,3,0.41844589316761677,0.3119620719646055,0.2695920348677776,H,0.30117078099099565,0.4245188821105992,0.5335507561227062
1994-95,1994-08-31,Leicester,QPR,1,1,D,0,0.38654405443443934,0.32659492656127576,0.28686101900428496,H,0.2149755816640943,0.26790587680621186,0.5211924109613923
1994-95,1994-08-31,Man United,Wimbledon,3,0,H,3,0.5608645625362968,0.30066029783759574,0.1384751396261074,H,0.77629038674501,0.7561826788593077,0.5595686317815538
1994-95,1994-08-31,Sheffield Weds,Norwich,0,0,D,0,0.4653629995413595,0.31606190452011823,0.21857509593852226,H,0.47076890127866344,0.5095556191963293,0.5402447726806251
1994-95,1994-08-31,Southampton,Liverpool,0,2,A,-2,0.3005894865857934,0.31173321493734873,0.38767729847685783,A,-0.10802624968214924,0.04618043477801372,0.5036551792221848
1994-95,1994-08-31,West Ham,Newcastle,1,3,A,-2,0.27650905387252606,0.32838979386889,0.39510115225858394,A,-0.16370753275512473,-0.1674043674297867,0.4867528171498547
1994-95,1994-09-10,Aston Villa,Ipswich,2,0,H,2,0.47486026733179204,0.302639533450822,0.22250019921738595,H,0.48127202229524674,0.5580719005912215,0.5440575919434641
1994-95,1994-09-10,Blackburn,Everton,3,0,H,3,0.6403527875621096,0.25366479334736924,0.10598241909052127,H,0.9734445582337005,0.9626259916695455,0.5756088106577076
1994-95,1994-09-10,Liverpool,West Ham,0,0,D,0,0.4376875446430722,0.31338720221886474,0.2489252531380629,H,0.37029789919032147,0.658240617256855,0.5519128891711272
1994-95,1994-09-10,Man City,Crystal Palace,1,1,D,0,0.357806678082008,0.32277016328015956,0.31942315863783255,H,0.10889828133098178,0.3698055522218882,0.5292372215873647
1994-95,1994-09-10,Newcastle,Chelsea,4,2,H,2,0.5416372656094108,0.2944952197075399,0.16386751468304947,H,0.6992884605311868,0.7599383771939797,0.5598616602937543
1994-95,1994-09-10,Norwich,Arsenal,0,0,D,0,0.29107692645294764,0.334653139704174,0.3742699338428784,A,-0.102703693423422,0.17706330651555452,0.5140111328415342
1994-95,1994-09-10,Nott'm Forest,Sheffield Weds,4,1,H,3,0.3425439443129395,0.3336551823760903,0.3238008733109701,H,0.074154064870535,0.24310429444419904,0.5192325424717538
1994-95,1994-09-10,QPR,Coventry,2,2,D,0,0.41771607480362355,0.32095908104500215,0.26132484415137425,H,0.3136810980971822,0.45312298936226564,0.5358039160216405
1994-95,1994-09-10,Wimbledon,Leicester,2,1,H,1,0.44383416946265364,0.3202393844866457,0.23592644605070087,H,0.4030749962621902,0.48012863387727767,0.5379298252384872
1994-95,1994-09-11,Leeds,Man United,2,1,H,1,0.27610448917832575,0.3552957069352286,0.3685998038864455,A,-0.12012754313034696,0.12366256138510504,0.5097868100828971
1994-95,1994-09-12,Tottenham,Southampton,1,2,A,-1,0.4457561865148507,0.2980703348239697,0.25617347866117945,H,0.372678113007213,0.56751213986723,0.544798900042542
1994-95,1994-09-17,Coventry,Leeds,2,1,H,1,0.3084805123576584,0.3353774560730213,0.3561420315693203,A,-0.04112403838728995,0.01567408144215237,0.5012406223572012
1994-95,1994-09-17,Crystal Palace,Wimbledon,0,0,D,0,0.36038933052430683,0.33081533190093737,0.30879533757475575,H,0.13130737327806907,0.24065892521794013,0.5190392716730678
1994-95,1994-09-17,Everton,QPR,2,2,D,0,0.2981388282063327,0.3144477800358527,0.3874133917578146,A,-0.1119885574118421,0.08582087027827004,0.5067924209309345
1994-95,1994-09-17,Leicester,Tottenham,3,1,H,2,0.48435352115970687,0.30229900718347574,0.2133474716568174,H,0.5136324291576067,0.29059920974076375,0.5229851116691229
1994-95,1994-09-17,Man United,Liverpool,2,0,H,2,0.5976529098070562,0.2829653174569092,0.11938177273603459,H,0.8743161710164963,0.6706408298321921,0.5528836035073824
1994-95,1994-09-17,Sheffield Weds,Man City,1,1,D,0,0.5092161354008914,0.3014528309439093,0.18933103365519938,H,0.5984599214061903,0.5684215428373012,0.5448703017628073
1994-95,1994-09-17,Southampton,Nott'm Forest,1,1,D,0,0.3022253393169214,0.31423061019506476,0.38354405048801365,A,-0.09817655282455473,0.08240875277141722,0.5065223950674236
1994-95,1994-09-17,West Ham,Aston Villa,1,0,H,1,0.3797928522154303,0.3204647869146822,0.2997423608698874,H,0.18130852174525824,0.19670620596053512,0.5155645338607718
1994-95,1994-09-18,Arsenal,Newcastle,2,3,A,-1,0.3961006343899192,0.3421112902238034,0.26178807538627735,H,0.2740663888829536,0.09132746219872635,0.5072281894778077
1994-95,1994-09-18,Chelsea,Blackburn,1,2,A,-1,0.22724808004394897,0.3228451810195413,0.4499067389365096,A,-0.3438514353305062,0.004753786712895321,0.5003762686246722
1994-95,1994-09-19,Ipswich,Norwich,1,2,A,-1,0.343206067719716,0.31840311547841865,0.3383908168018653,H,0.05095125609324613,0.12461651149637873,0.5098622873818246
1994-95,1994-09-24,Blackburn,Aston Villa,3,1,H,2,0.5490195650682179,0.29728334025709685,0.1536970946746853,H,0.7295572008227147,0.759522955386067,0.5598292501449036
1994-95,1994-09-24,Coventry,Southampton,1,3,A,-2,0.5201752337710438,0.2883308109962558,0.19149395523270032,H,0.6145359167776734,0.4958503735581251,0.5391668251423902
1994-95,1994-09-24,Crystal Palace,Chelsea,0,1,A,-1,0.4439117517238133,0.3137998012610442,0.24228844701514246,H,0.3925779315252857,0.2713357770562487,0.5214633982678848
1994-95,1994-09-24,Everton,Leicester,1,1,D,0,0.31207791026952314,0.31616189183735965,0.37176019789311726,A,-0.06077158583700604,0.17043653278072435,0.5134870113324731
1994-95,1994-09-24,Ipswich,Man United,3,2,H,1,0.1577245212434234,0.2998962508718524,0.5423792278847241,A,-0.6233790225104968,-0.3661918285202236,0.47104784105708997
1994-95,1994-09-24,Man City,Norwich,2,0,H,2,0.36452047778751684,0.3204232131158934,0.3150563090965897,H,0.1282629667535834,0.24913981332154186,0.5197095375234664
1994-95,1994-09-24,Newcastle,Liverpool,1,1,D,0,0.4986648417834667,0.3105593946345153,0.19077576358201784,H,0.5770851578409806,0.7307549137402144,0.5575836151242765
1994-95,1994-09-24,QPR,Wimbledon,0,1,A,-1,0.37614409563984735,0.32887659856258966,0.29497930579756304,H,0.18271539497255002,0.3254046181061395,0.5257334614210715
1994-95,1994-09-24,Tottenham,Nott'm Forest,1,4,A,-3,0.33088364867750564,0.3196996482662577,0.3494167030562367,A,0.010375505795247153,0.21650419838749094,0.5171298956048337
1994-95,1994-09-25,West Ham,Arsenal,0,2,A,-2,0.27319519084417104,0.3297275302312502,0.39707727892457867,A,-0.17296596715391005,0.05768574629749062,0.5045657785077392
1994-95,1994-09-26,Sheffield Weds,Leeds,1,1,D,0,0.35983417507396487,0.3414574831513023,0.2987083417747329,H,0.14717402443139915,0.25022649059673396,0.5197954152764019
1994-95,1994-10-01,Arsenal,Crystal Palace,1,2,A,-1,0.5042227896340866,0.31166108734068926,0.18411612302522407,H,0.598206181940953,0.6823722316161531,0.5538015910912767
1994-95,1994-10-01,Aston Villa,Newcastle,0,2,A,-2,0.29812844095203433,0.3333375150459661,0.3685340440019995,A,-0.08044331248015624,-0.14905561903590916,0.4882042337375616
1994-95,1994-10-01,Leeds,Man City,2,0,H,2,0.5432412676611255,0.29417440516466226,0.1625843271742122,H,0.7043159808341988,0.6530503429201955,0.5515064658310156
1994-95,1994-10-01,Liverpool,Sheffield Weds,4,1,H,3,0.3481250799973434,0.3312540598073452,0.32062086019531133,H,0.08949925248119017,0.3650115531574515,0.5288590507637
1994-95,1994-10-01,Man United,Everton,2,0,H,2,0.6878395184628837,0.23339719895455233,0.07876328258256403,H,1.10427927167027,1.1096278296649789,0.5869362371991341
1994-95,1994-10-01,Norwich,Blackburn,2,1,H,1,0.2504664739699022,0.33209913609549213,0.4174343899346057,A,-0.2478411752572509,-0.05987554089828419,0.495260911274186
1994-95,1994-10-01,Southampton,Ipswich,3,1,H,2,0.3737709869026232,0.30648660760386154,0.31974240549351507,H,0.13705040790618062,0.4147569780687553,0.5327814879850362
1994-95,1994-10-01,Wimbledon,Tottenham,1,2,A,-1,0.5235177433513475,0.2930538998480485,0.1834283568006042,H,0.6340266610584424,0.5295964592906826,0.5418203481743811
1994-95,1994-10-02,Chelsea,West Ham,1,2,A,-1,0.39770171248590036,0.31531547144605254,0.28698281606804715,H,0.2348208690093359,0.5430542140102427,0.5428779058660765
1994-95,1994-10-02,Nott'm Forest,QPR,3,2,H,1,0.38654405443443934,0.32659492656127576,0.28686101900428496,H,0.2149755816640943,0.5010007160069853,0.539571954354417
1994-95,1994-10-03,Leicester,Coventry,2,2,D,0,0.4021555021321072,0.32369528986179685,0.27414920800609577,H,0.26427996075843874,0.38195941649722626,0.5301958181650427
1994-95,1994-10-08,Chelsea,Leicester,4,0,H,4,0.36796195511134433,0.3226016967198439,0.30943634816881166,H,0.14384274349596482,0.4549972795272011,0.5359515047969824
1994-95,1994-10-08,Liverpool,Aston Villa,3,2,H,1,0.4113128896990135,0.3197618215289951,0.26892528877199123,H,0.28946838151224197,0.5740909168474859,0.5453153906123507
1994-95,1994-10-08,Man City,Nott'm Forest,3,3,D,0,0.357806678082008,0.32277016328015956,0.31942315863783255,H,0.10889828133098178,0.15206998483582868,0.5120342219298936
1994-95,1994-10-08,Norwich,Leeds,2,1,H,1,0.30109730992671585,0.33446812668264425,0.36443456339063995,A,-0.06825480689415864,0.12336431429437818,0.509763212441834
1994-95,1994-10-08,Sheffield Weds,Man United,1,0,H,1,0.2464968630853928,0.34650940106454947,0.40699373585005777,A,-0.23751860126775015,-0.03870931415601097,0.496936143389318
1994-95,1994-10-08,Southampton,Everton,2,0,H,2,0.4031707787320016,0.3009833677149537,0.29584585355304477,H,0.2298302066250686,0.5236678330237365,0.5413543357079524
1994-95,1994-10-08,Tottenham,QPR,1,1,D,0,0.3165943883372781,0.31818763032322245,0.36521798133949956,A,-0.041718271008429175,0.31355493977138893,0.5247979384125421
1994-95,1994-10-08,West Ham,Crystal Palace,1,0,H,1,0.37631188343684824,0.32298095065882965,0.3007071659043222,H,0.17344062255429793,0.31553710240263666,0.5249544409324897
1994-95,1994-10-08,Wimbledon,Arsenal,1,3,A,-2,0.3345127571965462,0.3405221359558033,0.3249651068476505,D,0.05777657257662827,0.2079233694676573,0.5164514773304865
1994-95,1994-10-09,Newcastle,Blackburn,1,1,D,0,0.34531199696135323,0.3500060923293467,0.30468191070930006,D,0.11109242507282047,0.47602639039673705,0.5376069797546017
1994-95,1994-10-10,Coventry,Ipswich,2,0,H,2,0.4789449259603736,0.3023425619374375,0.21871251210218898,H,0.49494418266419904,0.5103503370435564,0.5403072675266388
1994-95,1994-10-15,Arsenal,Chelsea,3,1,H,2,0.5427333731945954,0.2950573162743262,0.16220931053107843,H,0.7040303389148919,0.5404379654693457,0.5426723418159808
1994-95,1994-10-15,Aston Villa,Norwich,1,1,D,0,0.4070262896426511,0.3201286081263917,0.27284510223095726,H,0.27521245890925694,0.25444371794226506,0.5201286825007387
1994-95,1994-10-15,Blackburn,Liverpool,3,2,H,1,0.5427885402063628,0.3000647582240064,0.15714670156963076,H,0.7125935164965818,0.594803638305509,0.5469408756114412
1994-95,1994-10-15,Crystal Palace,Newcastle,0,1,A,-1,0.2990240469027599,0.33640724320631116,0.3645687098909289,A,-0.07220447757049997,-0.2618049364998983,0.47928963884687315
1994-95,1994-10-15,Everton,Coventry,0,2,A,-2,0.3125682428350768,0.3138918878360793,0.37353986932884387,A,-0.0628659076898822,0.10897623435110869,0.5086247618627424
1994-95,1994-10-15,Leeds,Tottenham,1,1,D,0,0.571783536957036,0.2815732767488391,0.14664318629412487,H,0.7822544658841841,0.6989619352096105,0.5550991154603047
1994-95,1994-10-15,Leicester,Southampton,4,3,H,1,0.5194856118546742,0.2901918031612222,0.1903225849841034,H,0.6152551370310698,0.3533355935497143,0.5279378641804648
1994-95,1994-10-15,Man United,West Ham,1,0,H,1,0.6267683732153819,0.2678631298858435,0.10536849689877456,H,0.9500614648687506,0.9512068185131821,0.5747253949916918
1994-95,1994-10-15,QPR,Man City,1,2,A,-1,0.46921402503130766,0.3075432972538617,0.22324267771483056,H,0.46988509942364864,0.4030226371546426,0.5318565797369543
1994-95,1994-10-16,Ipswich,Sheffield Weds,1,2,A,-1,0.28110946732022907,0.32102209020851036,0.3978684424712606,A,-0.16006772816560222,-0.02316580026180914,0.4981664035638681
1994-95,1994-10-17,Nott'm Forest,Wimbledon,3,1,H,2,0.36038933052430683,0.33081533190093737,0.30879533757475575,H,0.13130737327806907,0.49185611165165194,0.538852598303102
1994-95,1994-10-22,Aston Villa,Nott'm Forest,0,2,A,-2,0.4006035187330941,0.3230884330505193,0.2763080482163867,H,0.25788192961175693,0.1366715451252317,0.510816051431498
1994-95,1994-10-22,Crystal Palace,Everton,1,0,H,1,0.5075469118844915,0.2942699545802687,0.1981831335352396,H,0.580660930913217,0.6045628447185415,0.5477064102090433
1994-95,1994-10-22,Liverpool,Wimbledon,3,0,H,3,0.3658565842255054,0.32821904604327357,0.305924369731221,H,0.14593124413581982,0.5478659078153669,0.5432559324119511
1994-95,1994-10-22,Man City,Tottenham,5,2,H,3,0.43821251911818976,0.30587372349629005,0.25591375738552036,H,0.3595573071615804,0.3944399624579836,0.5311799488354686
1994-95,1994-10-22,Newcastle,Sheffield Weds,2,1,H,1,0.4410392689156781,0.32965224770349366,0.22930848338082824,H,0.40911731568053683,0.777277678262569,0.5612139698487874
1994-95,1994-10-22,Norwich,QPR,4,2,H,2,0.38045287786098786,0.3248027881376718,0.2947443340013404,H,0.19085058149797157,0.465786682888777,0.5368009804287016
1994-95,1994-10-22,West Ham,Southampton,2,0,H,2,0.49219343438702495,0.29291842421117714,0.21488814140179796,H,0.5251439660080545,0.36679609303242117,0.528999826674044
1994-95,1994-10-23,Arsenal,Coventry,2,1,H,1,0.5023438254712538,0.3107660340990553,0.1868901404296912,H,0.5901921078627691,0.6602388902941253,0.5520693450640677
1994-95,1994-10-23,Blackburn,Man United,2,4,A,-2,0.32526263542830186,0.3626911557830187,0.3120462087886795,D,0.06275404271665641,0.302345849630683,0.5239128290175438
1994-95,1994-10-23,Chelsea,Ipswich,2,0,H,2,0.4421616195441857,0.3059834590130119,0.2518549214428023,H,0.3734392133312736,0.6797483882941089,0.5535963057742823
1994-95,1994-10-24,Leeds,Leicester,2,1,H,1,0.4945600403874428,0.31358774727567923,0.191852212336878,H,0.5679096550704683,0.719101281194104,0.5566732561024527
1994-95,1994-10-29,Coventry,Man City,1,0,H,1,0.45530525152458917,0.30955843419980916,0.2351363142756016,H,0.4250080984037248,0.322900351658886,0.5255357663398441
1994-95,1994-10-29,Everton,Arsenal,1,1,D,0,0.219120365981751,0.309761489297271,0.47111814472097796,A,-0.39391874058192616,-0.2826199681890599,0.4776451577664425
1994-95,1994-10-29,Ipswich,Liverpool,1,3,A,-2,0.33412253775903017,0.31840741015594654,0.34747005208502324,A,0.019449941706109142,-0.15695654086832952,0.4875792318321478
1994-95,1994-10-29,Leicester,Crystal Palace,0,1,A,-1,0.4027067364220311,0.32644253675209367,0.27085072682587524,H,0.2707851080963269,0.3418737147050127,0.5270333825845718
1994-95,1994-10-29,Man United,Newcastle,2,0,H,2,0.4988558693762295,0.3275408660304068,0.17360326459336356,H,0.6061386822933826,0.32635060535474375,0.5258081386893257
1994-95,1994-10-29,Nott'm Forest,Blackburn,0,2,A,-2,0.25409120293983944,0.3357457044054715,0.41016309265468903,A,-0.2291712902495342,0.15947403601570923,0.5126199063913355
1994-95,1994-10-29,QPR,Aston Villa,2,0,H,2,0.42173729720724457,0.3197335126324585,0.25852919016029685,H,0.3255807161200213,0.373532107697222,0.5295311648054042
1994-95,1994-10-29,Sheffield Weds,Chelsea,1,1,D,0,0.49947304443731616,0.3047373695815558,0.195789585981128,H,0.5701549126611041,0.4286558151845177,0.5338767112889189
1994-95,1994-10-29,Southampton,Leeds,1,3,A,-2,0.21937481272313036,0.3076060618549305,0.4730191254219392,A,-0.39663973370292965,-0.062208929541905246,0.4950762376304507
1994-95,1994-10-29,Tottenham,West Ham,3,1,H,2,0.3602894381429525,0.3143694225334059,0.3253411393236416,H,0.1034653668564044,0.3423360049724124,0.5270698663816348
1994-95,1994-10-30,Wimbledon,Norwich,1,0,H,1,0.4498007227307838,0.31692754911475884,0.23327172815445715,H,0.41823450314864413,0.23562684670235864,0.5186415413409846
1994-95,1994-10-31,QPR,Liverpool,2,1,H,1,0.4152631316648786,0.3208673612184684,0.26386950711665297,H,0.30501910749967454,0.07965255826142807,0.5063042744117757
1994-95,1994-11-01,Everton,West Ham,1,0,H,1,0.3411532786432569,0.31180872246569724,0.34703799889104586,A,0.03280564316613499,0.11586119305999835,0.5091695431191064
1994-95,1994-11-01,Ipswich,Leeds,2,0,H,2,0.24800204400719353,0.3200431133465118,0.4319548426462945,A,-0.2765458297238477,-0.28275379807047846,0.4776345861335653
1994-95,1994-11-02,Coventry,Crystal Palace,1,4,A,-3,0.40467871704199126,0.32324267937251894,0.2720786035854898,H,0.2722756543153373,0.4023047449089559,0.5317999878399515
1994-95,1994-11-02,Sheffield Weds,Blackburn,0,1,A,-1,0.3045939855674663,0.34602244858871667,0.3493835658438172,A,-0.03680833132859085,0.047463885827536696,0.5037567605403347
1994-95,1994-11-02,Southampton,Norwich,1,1,D,0,0.3092963819290001,0.312250699989856,0.3784529180811439,A,-0.0769590361382404,0.11852989107446774,0.509380701513039
1994-95,1994-11-05,Blackburn,Tottenham,2,0,H,2,0.620384411271767,0.2643289963199561,0.1152865924082767,H,0.9220084673213687,0.9051792115358033,0.5711597992219147
1994-95,1994-11-05,Crystal Palace,Ipswich,3,0,H,3,0.47791729997460486,0.30444036038719946,0.21764233963819551,H,0.49488686180925995,0.6419708618649772,0.5506386598701049
1994-95,1994-11-05,Leeds,Wimbledon,3,1,H,2,0.45080600308925967,0.32597095577224094,0.22322304113849936,H,0.43684101489758487,0.6640180883073712,0.5523652112573685
1994-95,1994-11-05,Liverpool,Nott'm Forest,1,0,H,1,0.40806491435286313,0.3225849282191464,0.2693501574279904,H,0.2829218485278795,0.40957574852876527,0.5323731275615058
1994-95,1994-11-05,Man City,Southampton,3,3,D,0,0.47358665006894246,0.296058821416622,0.23035452851443552,H,0.4658520344825591,0.5153772406099258,0.5407025426079913
1994-95,1994-11-05,Newcastle,QPR,2,1,H,1,0.48579069481351395,0.3151313825078762,0.1990779226786098,H,0.5400717527647321,0.9321810603738827,0.5732524571810775
1994-95,1994-11-05,Norwich,Everton,0,0,D,0,0.5002580120402204,0.29391009890723224,0.20583188905254723,H,0.5547759258750435,0.7770251381370145,0.5611942804629491
1994-95,1994-11-05,West Ham,Leicester,1,0,H,1,0.37631188343684824,0.32298095065882965,0.3007071659043222,H,0.17344062255429793,0.3594158058499943,0.5284175927889194
1994-95,1994-11-06,Arsenal,Sheffield Weds,0,0,D,0,0.4421482604153422,0.3307967003582201,0.22705503922643772,H,0.41487751172711745,0.5394595921986117,0.5425954652707643
1994-95,1994-11-06,Aston Villa,Man United,1,2,A,-1,0.2015303439947778,0.32628880535247573,0.4721808506527464,A,-0.42730252281944403,-0.3094002552359019,0.4755301122964026
1994-95,1994-11-06,Chelsea,Coventry,2,2,D,0,0.36777948433975743,0.32048185895019465,0.3117386567100479,H,0.13966569423589026,0.49458707006999497,0.5390674449626153
1994-95,1994-11-07,Nott'm Forest,Newcastle,0,0,D,0,0.2990240469027599,0.33640724320631116,0.3645687098909289,A,-0.07220447757049997,-0.038009769243672054,0.49699151128057667
1994-95,1994-11-09,Liverpool,Chelsea,3,1,H,2,0.44865665466626525,0.31112620049263995,0.24021714484109477,H,0.40456688732224005,0.5428486152303611,0.5428617520731461
1994-95,1994-11-09,Wimbledon,Aston Villa,4,3,H,1,0.44663660740901884,0.31741565906885744,0.2359477335221238,H,0.40807503695577996,0.4407330545119955,0.5348281286151477
1994-95,1994-11-10,Man United,Man City,5,0,H,5,0.6447792845003256,0.2587556325829894,0.09646508291668471,H,0.9973102163351905,0.9704643057630123,0.5762149230133563
1994-95,1994-11-19,Coventry,Norwich,1,0,H,1,0.41111060086656737,0.3200911244564008,0.2687982746770319,H,0.2893172454564506,0.22519925246819267,0.5178172803408617
1994-95,1994-11-19,Ipswich,Blackburn,1,3,A,-2,0.2025646634014822,0.31221803852946345,0.4852172980690542,A,-0.4472392906596617,-0.4638068499751625,0.46335488071641995
1994-95,1994-11-19,Man United,Crystal Palace,3,0,H,3,0.6024801473735777,0.2819366911784257,0.11558316144799649,H,0.8893409167660282,0.9812175399195563,0.5770460637273661
1994-95,1994-11-19,Nott'm Forest,Chelsea,0,1,A,-1,0.4439117517238133,0.3137998012610442,0.24228844701514246,H,0.3925779315252857,0.4889428230883037,0.5386233916756096
